order_id,customer_id,order_date,dispatch_date,product_id,batch_id,quantity_sold,sales_value,delivery_region
O-00034,C-059,2025-07-21,2025-07-24,P-014,B-0126,24,145.2,Wellington
O-00507,C-038,2025-07-21,2025-07-22,P-037,B-0257,72,532.08,Wellington
O-00580,C-069,2025-07-21,2025-07-24,P-049,,36,274.68,Bay of Plenty
O-00871,C-037,2025-07-21,2025-07-22,P-040,B-0033,24,135.66,Waikato
O-01050,C-024,2025-07-21,2025-07-23,P-046,B-0078,24,315.36,Wellington
O-01093,C-046,2025-07-21,2025-07-23,P-017,,48,236.64,Otago
O-01663,C-034,2025-07-21,2025-07-24,P-046,B-0122,6,78.84,Waikato
O-00046,C-051,2025-07-22,2025-07-24,P-006,B-0076,6,33.3,Otago
O-00494,C-015,2025-07-22,2025-07-25,P-024,,36,192.24,Auckland
O-01448,C-034,2025-07-22,2025-07-23,P-024,,6,32.04,Auckland
O-00745,C-026,2025-07-23,2025-07-26,P-018,B-0133,6,26.58,Waikato
O-00885,C-015,2025-07-23,2025-07-26,P-032,,36,141.25,Auckland
O-00922,C-012,2025-07-23,2025-07-24,P-031,B-0045,24,72.73,Otago
O-00971,C-055,2025-07-23,2025-07-25,P-024,B-0278,24,128.16,Wellington
O-01186,C-061,2025-07-23,2025-07-26,P-029,B-0081,36,70.92,Auckland
O-00158,C-042,2025-07-24,2025-07-24,P-004,B-0087,48,97.44,Wellington
O-00591,C-023,2025-07-24,2025-07-24,P-039,B-0155,48,346.08,Auckland
O-01185,C-044,2025-07-24,2025-07-25,P-010,,36,61.56,Otago
O-01505,C-046,2025-07-24,2025-07-25,P-019,B-0166,72,423.36,Waikato
O-00563,C-065,2025-07-25,2025-07-28,P-006,,72,379.62,Auckland
O-00626,C-057,2025-07-25,2025-07-28,P-024,B-0274,6,32.04,Auckland
O-01094,C-059,2025-07-25,2025-07-26,P-036,,6,32.28,Wellington
O-01144,C-067,2025-07-25,2025-07-28,P-042,B-0287,6,18.64,Otago
O-00700,C-044,2025-07-26,2025-07-29,P-041,B-0266,24,171.36,Otago
O-01439,C-021,2025-07-26,2025-07-29,P-023,B-0283,48,254.4,Auckland
O-00611,C-029,2025-07-27,2025-07-28,P-005,B-0001,24,119.28,Bay of Plenty
O-01253,C-035,2025-07-27,2025-07-30,P-007,,24,137.76,Canterbury
O-01506,C-051,2025-07-27,2025-07-27,P-028,B-0061,24,142.8,Wellington
O-00257,C-069,2025-07-28,2025-07-31,P-046,B-0078,72,946.08,Bay of Plenty
O-00284,C-056,2025-07-28,2025-07-30,P-007,B-0094,24,137.76,Canterbury
O-00399,C-044,2025-07-28,2025-07-31,P-005,B-0265,12,59.64,Otago
O-00812,C-002,2025-07-28,2025-07-29,P-001,B-0025,72,434.16,Canterbury
O-00180,C-057,2025-07-29,2025-07-30,P-047,,12,154.08,Auckland
O-00584,C-053,2025-07-29,2025-08-01,P-013,B-0273,48,149.11,Wellington
O-00859,C-038,2025-07-29,2025-07-30,P-040,B-0211,48,285.6,Wellington
O-01043,C-004,2025-07-29,2025-08-01,P-047,,72,924.48,Otago
O-01324,C-033,2025-07-29,2025-08-01,P-004,B-0117,12,24.36,Canterbury
O-00743,C-050,2025-07-30,2025-08-02,P-017,B-0223,24,118.32,Canterbury
O-00854,C-026,2025-07-30,2025-07-30,P-031,B-0239,36,114.84,Waikato
O-01060,C-040,2025-07-31,2025-07-31,P-022,B-0259,36,453.83,Otago
O-00021,C-057,2025-08-02,2025-08-03,P-041,B-0148,6,42.84,Auckland
O-00525,C-012,2025-08-02,2025-08-02,P-018,,12,50.5,Otago
O-01024,C-059,2025-08-02,2025-08-03,P-011,,72,367.2,Wellington
O-01075,C-051,2025-08-02,2025-08-04,P-034,B-0279,36,100.44,Otago
O-01338,C-006,2025-08-02,2025-08-04,P-030,B-0144,48,107.04,Wellington
O-00542,C-060,2025-08-03,2025-08-03,P-006,B-0252,72,399.6,Otago
O-00618,C-028,2025-08-03,2025-08-04,P-016,B-0075,72,417.24,Otago
O-00398,C-056,2025-08-04,2025-08-04,P-011,B-0298,36,183.6,Canterbury
O-01095,C-049,2025-08-04,2025-08-05,P-042,B-0111,48,156.96,Canterbury
O-01276,C-046,2025-08-04,2025-08-05,P-051,B-0220,72,342.0,Otago
O-01642,C-061,2025-08-04,2025-08-07,P-014,B-0126,24,145.2,Auckland
O-01651,C-070,2025-08-04,2025-08-04,P-005,B-0140,72,339.95,Wellington
O-00767,C-050,2025-08-05,2025-08-07,P-040,B-0146,24,142.8,Canterbury
O-01518,C-040,2025-08-05,2025-08-05,P-039,B-0156,6,43.26,Otago
O-01281,C-056,2025-08-06,2025-08-07,P-024,B-0274,6,32.04,Waikato
O-01550,C-019,2025-08-06,2025-08-08,P-018,B-0083,48,212.64,Canterbury
O-01708,C-013,2025-08-06,2025-08-09,P-006,B-0181,6,33.3,Canterbury
O-01746,C-014,2025-08-06,2025-08-06,P-023,,6,31.8,Canterbury
O-00055,C-051,2025-08-07,2025-08-10,P-033,B-0236,24,191.52,Otago
O-00251,C-037,2025-08-07,2025-08-10,P-019,B-0166,6,35.28,Waikato
O-00436,C-006,2025-08-07,2025-08-07,P-002,B-0069,24,87.6,Wellington
O-00965,C-018,2025-08-07,2025-08-09,P-042,B-0193,24,78.48,Wellington
O-01316,C-054,2025-08-07,2025-08-09,P-012,B-0141,24,93.36,Wellington
O-01748,C-003,2025-08-08,2025-08-08,P-034,B-0279,48,133.92,Wellington
O-00174,C-032,2025-08-09,2025-08-10,P-005,B-0020,24,119.28,Auckland
O-00522,C-016,2025-08-09,2025-08-11,P-047,B-0121,24,308.16,Canterbury
O-00951,C-019,2025-08-09,2025-08-09,P-022,,6,79.62,Canterbury
O-01145,C-061,2025-08-09,2025-08-09,P-035,B-0049,24,89.83,Auckland
O-01180,C-047,2025-08-09,,P-005,,36,169.97,Waikato
O-01290,C-043,2025-08-09,2025-08-12,P-028,B-0061,36,214.2,Otago
O-00643,C-044,2025-08-10,2025-08-10,P-018,B-0021,24,106.32,Otago
O-00702,C-054,2025-08-11,2025-08-13,P-033,B-0221,6,50.4,Wellington
O-00881,C-028,2025-08-11,2025-08-14,P-030,B-0047,72,160.56,Otago
O-00382,C-054,2025-08-12,2025-08-14,P-009,B-0104,24,53.04,Wellington
O-00630,C-049,2025-08-12,2025-08-15,P-020,B-0019,24,151.2,Canterbury
O-00877,C-017,2025-08-12,2025-08-13,P-005,B-0224,72,357.84,Auckland
O-00908,C-039,2025-08-12,2025-08-15,P-032,,12,49.56,Wellington
O-01030,C-043,2025-08-12,2025-08-14,P-041,B-0254,12,85.68,Otago
O-01286,C-018,2025-08-12,2025-08-12,P-020,B-0116,24,151.2,Auckland
O-01328,C-042,2025-08-12,,P-007,,72,392.62,Bay of Plenty
O-01631,C-053,2025-08-12,2025-08-12,P-007,B-0127,12,65.44,Wellington
O-00486,C-019,2025-08-13,2025-08-14,P-001,B-0025,24,144.72,Canterbury
O-00608,C-064,2025-08-13,2025-08-14,P-006,B-0181,36,199.8,Auckland
O-00774,C-058,2025-08-13,2025-08-15,P-015,B-0165,72,485.28,Canterbury
O-01082,C-026,2025-08-13,2025-08-14,P-011,,36,183.6,Waikato
O-01116,C-021,2025-08-13,2025-08-14,P-033,,48,383.04,Auckland
O-00079,C-060,2025-08-14,2025-08-16,P-051,B-0220,48,228.0,Auckland
O-00224,C-058,2025-08-14,2025-08-16,P-019,B-0107,72,423.36,Canterbury
O-00834,C-065,2025-08-14,,P-025,B-0294,6,57.06,Canterbury
O-00889,C-006,2025-08-14,2025-08-14,P-049,B-0118,24,183.12,Auckland
O-01376,C-009,2025-08-14,2025-08-15,P-028,B-0061,6,35.7,Auckland
O-00020,C-038,2025-08-15,2025-08-16,P-030,B-0235,36,80.28,Wellington
O-00159,C-007,2025-08-15,2025-08-16,P-008,B-0290,72,164.16,Waikato
O-00364,C-066,2025-08-15,2025-08-18,P-029,B-0084,12,23.64,Auckland
O-01545,C-001,2025-08-15,2025-08-15,P-014,B-0090,12,68.97,Auckland
O-00091,C-009,2025-08-16,2025-08-19,P-021,B-0229,24,235.2,Bay of Plenty
O-00878,C-021,2025-08-16,2025-08-19,P-032,B-0183,24,99.12,Auckland
O-01130,C-046,2025-08-16,2025-08-16,P-038,,24,80.64,Otago
O-01132,C-015,2025-08-16,2025-08-19,P-002,B-0007,24,87.6,Auckland
O-01776,C-004,2025-08-16,2025-08-16,P-018,B-0057,36,151.51,Otago
O-00223,C-023,2025-08-17,2025-08-18,P-006,B-0168,36,199.8,Auckland
O-00605,C-040,2025-08-17,2025-08-19,P-041,B-0266,24,171.36,Otago
O-00780,C-006,2025-08-17,2025-08-20,P-027,,24,72.96,Wellington
O-01177,C-053,2025-08-17,2025-08-18,P-037,B-0064,12,88.68,Wellington
O-01399,C-060,2025-08-17,2025-08-19,P-003,B-0293,72,431.28,Auckland
O-00792,C-063,2025-08-18,2025-08-19,P-028,B-0061,72,428.4,Bay of Plenty
O-01065,C-042,2025-08-18,2025-08-18,P-015,B-0173,48,323.52,Wellington
O-01467,C-052,2025-08-18,2025-08-19,P-023,,36,190.8,Wellington
O-00294,C-033,2025-08-19,2025-08-22,P-042,B-0132,12,39.24,Canterbury
O-00258,C-016,2025-08-20,2025-08-20,P-046,B-0122,12,149.8,Canterbury
O-00938,C-051,2025-08-20,2025-08-23,P-036,B-0255,24,129.12,Otago
O-00548,C-021,2025-08-22,2025-08-22,P-008,B-0206,24,54.72,Auckland
O-00742,C-039,2025-08-22,,P-036,,48,258.24,Wellington
O-01155,C-004,2025-08-22,2025-08-24,P-041,B-0148,72,514.08,Bay of Plenty
O-01453,C-040,2025-08-22,2025-08-23,P-035,B-0046,36,141.84,Otago
O-00187,C-044,2025-08-23,2025-08-25,P-008,B-0206,24,57.6,Otago
O-00345,C-010,2025-08-23,2025-08-26,P-041,B-0266,24,171.36,Canterbury
O-00635,C-030,2025-08-23,2025-08-23,P-044,B-0228,48,237.6,Bay of Plenty
O-00821,C-019,2025-08-23,2025-08-25,P-036,B-0004,24,129.12,Canterbury
O-01732,C-034,2025-08-23,2025-08-25,P-047,B-0121,12,154.08,Auckland
O-00117,C-017,2025-08-24,2025-08-24,P-037,B-0188,72,532.08,Auckland
O-00315,C-009,2025-08-24,2025-08-24,P-007,B-0062,72,413.28,Auckland
O-00746,C-026,2025-08-24,2025-08-25,P-033,B-0216,24,191.52,Waikato
O-01055,C-049,2025-08-24,,P-037,B-0238,24,168.49,Canterbury
O-01361,C-068,2025-08-24,2025-08-26,P-023,B-0232,72,381.6,Waikato
O-00234,C-058,2025-08-25,2025-08-26,P-008,B-0169,12,28.8,Canterbury
O-00660,C-051,2025-08-25,2025-08-26,P-011,B-0298,36,183.6,Otago
O-01396,C-020,2025-08-25,2025-08-28,P-018,B-0017,6,26.58,Canterbury
O-01397,C-009,2025-08-25,2025-08-27,P-048,B-0115,48,318.74,Auckland
O-01502,C-023,2025-08-25,2025-08-27,P-017,B-0198,36,177.48,Auckland
O-00184,C-060,2025-08-26,2025-08-27,P-015,B-0256,24,161.76,Auckland
O-01684,C-032,2025-08-26,2025-08-26,P-029,B-0288,24,47.28,Auckland
O-00072,C-055,2025-08-27,2025-08-28,P-025,,24,228.24,Wellington
O-00096,C-023,2025-08-27,2025-08-29,P-007,B-0094,24,137.76,Auckland
O-00734,C-051,2025-08-27,2025-08-30,P-032,B-0286,24,99.12,Otago
O-00789,C-034,2025-08-27,2025-08-27,P-021,B-0098,12,117.6,Auckland
O-01368,C-052,2025-08-27,2025-08-30,P-020,B-0019,24,151.2,Bay of Plenty
O-00816,C-021,2025-08-28,2025-08-29,P-047,B-0119,6,77.04,Auckland
O-01135,C-031,2025-08-28,2025-08-30,P-022,B-0125,24,318.48,Otago
O-01508,C-005,2025-08-28,2025-08-28,P-049,,72,549.36,Wellington
O-00347,C-020,2025-08-29,2025-08-31,P-033,B-0010,6,50.4,Auckland
O-00583,C-057,2025-08-29,2025-08-30,P-015,B-0023,6,40.44,Auckland
O-00353,C-068,2025-08-30,2025-08-30,P-014,B-0204,36,217.8,Waikato
O-00546,C-030,2025-08-30,2025-09-01,P-018,,6,26.58,Bay of Plenty
O-01330,C-010,2025-08-30,2025-09-01,P-037,B-0161,6,44.34,Canterbury
O-01766,C-049,2025-08-30,2025-09-01,P-017,B-0215,6,29.58,Canterbury
O-00039,C-053,2025-08-31,2025-09-01,P-045,B-0135,24,116.16,Wellington
O-00192,C-051,2025-08-31,2025-09-02,P-016,,24,146.4,Otago
O-00418,C-062,2025-08-31,2025-09-03,P-023,B-0015,6,30.21,Wellington
O-01284,C-037,2025-08-31,2025-09-02,P-026,B-0284,6,12.9,Waikato
O-01481,C-043,2025-08-31,2025-09-02,P-006,B-0213,6,33.3,Otago
O-00030,C-065,2025-09-01,2025-09-04,P-035,,72,283.68,Auckland
O-00313,C-008,2025-09-01,2025-09-04,P-026,B-0284,12,24.51,Wellington
O-00658,C-006,2025-09-01,2025-09-02,P-003,B-0203,12,71.88,Wellington
O-00884,C-064,2025-09-01,2025-09-02,P-048,B-0218,72,503.28,Auckland
O-00988,C-032,2025-09-01,2025-09-03,P-013,B-0291,24,74.56,Auckland
O-01207,C-023,2025-09-01,2025-09-01,P-030,,24,53.52,Otago
O-00518,C-004,2025-09-03,2025-09-05,P-019,B-0237,36,211.68,Otago
O-01070,C-029,2025-03-09,2025-03-11,P-010,B-0038,36,61.56,Bay of Plenty
O-00247,C-067,2025-09-04,2025-09-04,P-009,B-0271,24,53.04,Otago
O-00809,C-051,2025-09-04,2025-09-05,P-008,,72,172.8,Otago
O-00902,C-001,2025-09-04,2025-09-06,P-011,,6,30.6,Auckland
O-01256,C-001,2025-09-04,2025-09-04,P-036,B-0177,48,258.24,Auckland
O-01759,C-050,2025-09-04,2025-09-04,P-033,B-0221,12,100.8,Canterbury
O-00776,C-009,2025-05-09,2025-05-10,P-002,B-0296,24,87.6,Auckland
O-00862,C-014,2025-09-05,2025-09-05,P-024,B-0274,36,192.24,Canterbury
O-00358,C-004,2025-09-06,2025-09-06,P-007,,72,413.28,Otago
O-01373,C-021,2025-09-06,2025-09-08,P-040,,48,285.6,Wellington
O-01592,C-030,2025-09-06,2025-09-09,P-044,,36,178.2,Bay of Plenty
O-01257,C-029,2025-09-07,2025-09-08,P-007,B-0127,24,137.76,Bay of Plenty
O-01604,C-048,2025-09-07,2025-09-07,P-040,B-0211,6,35.7,Auckland
O-00275,C-033,2025-09-08,2025-09-11,P-010,B-0091,24,41.04,Canterbury
O-00676,C-014,2025-09-08,2025-09-11,P-045,B-0030,12,58.08,Canterbury
O-01035,C-059,2025-09-08,2025-09-08,P-015,B-0006,48,323.52,Wellington
O-00757,C-009,2025-09-09,,P-050,B-0200,36,147.6,Auckland
O-01292,C-044,2025-09-09,2025-09-11,P-039,B-0297,48,346.08,Otago
O-01402,C-006,2025-09-09,2025-09-09,P-010,B-0234,36,61.56,Bay of Plenty
O-00171,C-034,2025-09-10,2025-09-12,P-009,B-0104,12,26.52,Auckland
O-00268,C-067,2025-09-11,2025-09-13,P-028,B-0061,48,285.6,Otago
O-00281,C-020,2025-09-11,,P-038,B-0152,12,40.32,Auckland
O-00550,C-039,2025-09-11,2025-09-11,P-028,,48,285.6,Wellington
O-01489,C-018,2025-09-11,2025-09-12,P-011,B-0298,36,183.6,Auckland
O-00036,C-022,2025-09-12,2025-09-12,P-040,B-0154,24,135.66,Canterbury
O-00193,C-046,2025-09-12,2025-09-12,P-034,B-0202,24,63.61,Otago
O-00426,C-047,2025-09-13,2025-09-16,P-050,B-0043,24,98.4,Bay of Plenty
O-00748,C-060,2025-09-13,,P-027,B-0032,72,218.88,Auckland
O-01058,C-062,2025-09-13,,P-032,,72,282.49,Wellington
O-01236,C-032,2025-09-13,2025-09-15,P-046,,12,157.68,Auckland
O-01358,C-047,2025-09-13,,P-045,,36,174.24,Canterbury
O-01416,C-050,2025-09-13,,P-010,B-0176,24,38.99,Canterbury
O-00130,C-063,2025-09-14,2025-09-14,P-044,B-0228,36,178.2,Canterbury
O-00215,C-016,2025-09-14,2025-09-15,P-028,B-0061,6,35.7,Bay of Plenty
O-00433,C-013,2025-09-14,2025-09-16,P-018,B-0017,24,106.32,Canterbury
O-00839,C-059,2025-09-14,2025-09-14,P-013,B-0205,12,39.24,Wellington
O-01078,C-039,2025-09-14,2025-09-17,P-002,B-0073,48,166.44,Wellington
O-00076,C-016,2025-09-15,2025-09-18,P-026,B-0212,48,103.2,Canterbury
O-00245,C-056,2025-09-15,2025-09-16,P-025,,24,228.24,Bay of Plenty
O-00959,C-049,2025-09-15,2025-09-15,P-017,B-0253,72,354.96,Canterbury
O-01669,C-032,2025-09-15,2025-09-15,P-046,B-0122,36,473.04,Auckland
O-00146,C-069,2025-09-16,2025-09-18,P-048,B-0174,24,167.76,Bay of Plenty
O-00194,C-057,2025-09-16,2025-09-18,P-012,B-0142,48,186.72,Auckland
O-00970,C-002,2025-09-16,2025-09-19,P-030,B-0042,36,76.27,Canterbury
O-01512,C-018,2025-09-16,2025-09-16,P-014,B-0126,24,145.2,Auckland
O-00740,C-054,2025-09-17,2025-09-19,P-026,B-0136,48,103.2,Auckland
O-01306,C-069,2025-09-17,,P-038,B-0242,48,161.28,Bay of Plenty
O-01562,C-026,2025-09-17,2025-09-19,P-045,B-0179,24,116.16,Otago
O-01563,C-007,2025-09-17,2025-09-17,P-038,B-0152,36,120.96,Waikato
O-01408,C-020,2025-09-18,2025-09-19,P-027,B-0032,24,76.8,Auckland
O-01619,C-011,2025-09-18,2025-09-21,P-032,B-0295,24,99.12,Otago
O-00355,C-050,2025-09-19,2025-09-19,P-021,B-0229,24,235.2,Canterbury
O-01138,C-061,2025-09-19,2025-09-20,P-046,,48,630.72,Auckland
O-00095,C-012,2025-09-20,2025-09-20,P-032,B-0286,72,297.36,Otago
O-00407,C-008,2025-09-20,2025-09-21,P-028,B-0061,6,33.91,Wellington
O-00320,C-050,2025-09-21,2025-09-22,P-044,B-0109,36,169.29,Canterbury
O-00766,C-066,2025-09-21,2025-09-24,P-044,B-0210,6,28.21,Auckland
O-01345,C-006,2025-09-21,2025-09-23,P-050,B-0200,72,280.44,Wellington
O-01739,C-022,2025-09-21,2025-09-22,P-027,,48,153.6,Canterbury
O-00207,C-006,2025-09-22,2025-09-23,P-026,B-0212,24,49.02,Wellington
O-01027,C-044,2025-09-22,2025-09-23,P-036,B-0255,48,258.24,Otago
O-01372,C-042,2025-09-22,2025-09-23,P-009,B-0271,72,159.12,Wellington
O-00361,C-067,2025-09-23,2025-09-26,P-008,B-0206,48,115.2,Canterbury
O-00365,C-015,2025-09-23,2025-09-23,P-007,,24,137.76,Wellington
O-00810,C-026,2025-09-23,2025-09-23,P-039,B-0297,48,346.08,Waikato
O-01223,C-015,2025-09-23,2025-09-23,P-031,B-0045,72,229.68,Otago
O-01434,C-051,2025-09-23,2025-09-25,P-048,B-0174,12,83.88,Otago
O-01507,C-046,2025-09-23,2025-09-24,P-008,B-0290,24,57.6,Otago
O-00127,C-019,2025-09-24,2025-09-27,P-042,,72,223.67,Canterbury
O-00339,C-056,2025-09-24,2025-09-27,P-037,B-0285,12,84.25,Canterbury
O-00807,C-048,2025-09-24,2025-09-25,P-007,B-0094,72,413.28,Auckland
O-01162,C-046,2025-09-24,2025-09-24,P-014,B-0204,48,290.4,Otago
O-01590,C-001,2025-09-24,,P-041,B-0149,6,42.84,Auckland
O-00567,C-021,2025-09-25,2025-09-28,P-031,B-0248,72,229.68,Auckland
O-00846,C-070,2025-09-25,2025-09-25,P-015,B-0023,72,461.02,Otago
O-01321,C-003,2025-09-25,2025-09-28,P-044,B-0262,72,356.4,Wellington
O-00999,C-045,2025-09-26,2025-09-28,P-023,,48,241.68,Canterbury
O-01445,C-062,2025-09-26,2025-09-26,P-035,,24,94.56,Wellington
O-01609,C-067,2025-09-26,2025-09-29,P-025,B-0120,36,325.24,Otago
O-00324,C-008,2025-09-27,2025-09-27,P-040,B-0101,12,71.4,Wellington
O-01051,C-062,2025-09-27,2025-09-27,P-041,B-0148,72,514.08,Wellington
O-01671,C-050,2025-09-27,2025-09-30,P-009,B-0112,24,50.39,Canterbury
O-00186,C-032,2025-09-28,2025-09-29,P-022,B-0106,12,159.24,Auckland
O-01644,C-053,2025-09-28,2025-09-29,P-004,B-0117,48,97.44,Wellington
O-01714,C-020,2025-09-28,2025-09-30,P-014,B-0126,12,72.6,Auckland
O-01727,C-028,2025-09-28,2025-09-28,P-021,B-0167,48,470.4,Otago
O-00205,C-052,2025-09-29,2025-10-01,P-005,B-0265,36,178.92,Bay of Plenty
O-01474,C-006,2025-09-29,2025-10-01,P-040,B-0095,12,71.4,Wellington
O-00175,C-033,2025-09-30,2025-09-30,P-022,B-0125,24,318.48,Canterbury
O-00524,C-067,2025-09-30,2025-10-01,P-037,B-0285,24,177.36,Otago
O-01326,C-032,2025-09-30,2025-10-01,P-039,B-0297,24,164.39,Auckland
O-00497,C-051,2025-10-01,2025-10-02,P-035,,6,22.46,Otago
O-00925,C-064,2025-10-01,2025-10-02,P-003,B-0207,24,143.76,Wellington
O-01763,C-009,2025-10-01,2025-10-04,P-016,B-0075,48,292.8,Auckland
O-00557,C-014,2025-10-02,2025-10-03,P-040,B-0211,24,142.8,Canterbury
O-00648,C-031,2025-10-02,2025-10-05,P-038,B-0152,36,120.96,Otago
O-01165,C-044,2025-10-02,2025-10-04,P-001,B-0025,12,68.74,Auckland
O-01199,C-029,2025-10-02,2025-10-05,P-044,B-0186,6,29.7,Bay of Plenty
O-01319,C-008,2025-10-02,2025-10-05,P-046,,48,630.72,Wellington
O-00755,C-070,2025-10-03,2025-10-03,P-013,B-0035,36,117.72,Otago
O-01722,C-032,2025-03-10,2025-03-12,P-027,B-0032,24,76.8,Auckland
O-00719,C-052,2025-10-04,2025-10-07,P-039,,12,82.19,Wellington
O-00804,C-040,2025-10-04,2025-10-04,P-007,B-0127,24,137.76,Otago
O-01400,C-029,2025-10-04,2025-10-04,P-041,,24,162.79,Bay of Plenty
O-00287,C-032,2025-10-05,2025-10-07,P-027,B-0032,24,76.8,Canterbury
O-00455,C-064,2025-10-05,2025-10-08,P-004,,24,48.72,Auckland
O-00628,C-047,2025-10-05,2025-10-06,P-011,B-0298,36,183.6,Canterbury
O-00663,C-030,2025-10-05,2025-10-06,P-004,,36,73.08,Bay of Plenty
O-01558,C-012,2025-10-05,2025-10-08,P-031,B-0248,12,36.37,Waikato
O-00098,C-031,2025-10-06,2025-10-09,P-004,B-0280,24,48.72,Otago
O-00109,C-001,2025-10-06,2025-10-09,P-003,B-0207,24,143.76,Auckland
O-00576,C-059,2025-10-06,,P-002,B-0069,72,262.8,Wellington
O-00820,C-028,2025-10-07,2025-10-09,P-050,B-0200,24,98.4,Otago
O-00910,C-057,2025-10-07,2025-10-10,P-011,,24,122.4,Auckland
O-00956,C-033,2025-10-07,2025-10-09,P-018,,24,106.32,Canterbury
O-01454,C-032,2025-10-07,2025-10-09,P-011,B-0298,72,367.2,Auckland
O-01740,C-013,2025-10-07,2025-10-10,P-041,B-0266,48,325.58,Canterbury
O-00570,C-049,2025-10-08,2025-10-08,P-003,B-0157,48,287.52,Canterbury
O-00728,C-055,2025-10-08,2025-10-09,P-010,B-0038,6,10.26,Wellington
O-00768,C-054,2025-10-08,2025-10-11,P-046,B-0078,6,78.84,Wellington
O-01546,C-029,2025-10-08,2025-10-10,P-042,B-0063,6,19.62,Bay of Plenty
O-00259,C-012,2025-10-09,2025-10-09,P-011,B-0298,6,30.6,Otago
O-00322,C-061,2025-10-09,2025-10-12,P-017,B-0198,48,236.64,Auckland
O-01295,C-054,2025-10-09,2025-10-12,P-023,B-0079,72,381.6,Wellington
O-00312,C-059,2025-10-11,2025-10-13,P-028,B-0061,48,285.6,Wellington
O-01048,C-034,2025-10-11,2025-10-14,P-049,B-0129,24,183.12,Auckland
O-01233,C-067,2025-10-11,2025-10-12,P-003,B-0207,24,143.76,Otago
O-01520,C-069,2025-10-11,2025-10-11,P-031,B-0219,24,72.73,Bay of Plenty
O-01639,C-046,2025-10-11,2025-10-11,P-017,B-0223,72,354.96,Wellington
O-00394,C-065,2025-10-12,2025-10-13,P-046,B-0122,48,630.72,Auckland
O-00918,C-004,2025-10-12,2025-10-12,P-043,B-0002,72,411.08,Otago
O-01249,C-031,2025-10-12,2025-10-13,P-002,B-0073,72,262.8,Waikato
O-00104,C-055,2025-10-13,2025-10-14,P-026,B-0136,6,12.9,Wellington
O-00343,C-049,2025-10-13,2025-10-13,P-051,B-0108,24,114.0,Canterbury
O-00514,C-054,2025-10-13,2025-10-13,P-051,B-0231,48,216.6,Wellington
O-00517,C-032,2025-10-13,2025-10-15,P-049,B-0129,24,183.12,Auckland
O-00661,C-042,2025-10-13,2025-10-16,P-013,,6,19.62,Wellington
O-00381,C-013,2025-10-14,2025-10-16,P-026,B-0136,36,77.4,Canterbury
O-00500,C-025,2025-10-14,2025-10-16,P-008,B-0290,36,82.08,Canterbury
O-00845,C-025,2025-10-14,2025-10-17,P-007,B-0147,12,65.44,Canterbury
O-01661,C-038,2025-10-14,2025-10-15,P-032,B-0183,12,49.56,Wellington
O-00414,C-044,2025-10-15,2025-10-16,P-039,B-0244,72,519.12,Otago
O-01685,C-042,2025-10-15,2025-10-17,P-013,B-0085,6,19.62,Wellington
O-01704,C-024,2025-10-15,2025-10-15,P-012,B-0299,24,93.36,Bay of Plenty
O-00280,C-015,2025-10-16,2025-10-17,P-018,B-0021,48,212.64,Auckland
O-01420,C-036,2025-10-16,2025-10-16,P-018,B-0099,24,106.32,Otago
O-01676,C-038,2025-10-16,2025-10-18,P-016,B-0075,12,69.54,Wellington
O-00009,C-007,2025-10-17,2025-10-17,P-023,B-0283,6,31.8,Waikato
O-00304,C-048,2025-10-18,2025-10-18,P-032,B-0183,72,297.36,Auckland
O-00440,C-026,2025-10-18,2025-10-21,P-015,B-0256,12,80.88,Waikato
O-00553,C-048,2025-10-18,2025-10-20,P-026,,6,12.9,Auckland
O-01034,C-007,2025-10-18,2025-10-19,P-019,B-0166,12,70.56,Canterbury
O-01366,C-057,2025-10-18,2025-10-18,P-020,B-0116,48,302.4,Auckland
O-01370,C-070,2025-10-18,2025-10-19,P-006,B-0250,72,399.6,Otago
O-00911,C-008,2025-10-19,2025-10-22,P-003,B-0044,24,143.76,Canterbury
O-00976,C-047,2025-10-19,,P-017,B-0223,6,28.1,Canterbury
O-01356,C-055,2025-10-19,2025-10-19,P-042,,36,111.83,Wellington
O-01733,C-001,2025-10-19,2025-10-19,P-047,B-0160,24,308.16,Auckland
O-00502,C-036,2025-10-20,2025-10-23,P-009,B-0016,36,79.56,Otago
O-00924,C-007,2025-10-20,2025-10-20,P-041,B-0149,36,257.04,Waikato
O-01403,C-055,2025-10-20,2025-10-21,P-033,B-0236,12,100.8,Wellington
O-00090,C-060,2025-10-21,2025-10-24,P-048,B-0174,36,251.64,Auckland
O-00298,C-011,2025-10-21,2025-10-22,P-050,B-0027,48,186.96,Otago
O-01029,C-050,2025-10-22,2025-10-25,P-030,B-0235,24,53.52,Canterbury
O-01501,C-038,2025-10-22,2025-10-24,P-026,B-0136,24,51.6,Wellington
O-01071,C-067,2025-10-23,2025-10-23,P-050,B-0027,12,49.2,Otago
O-01112,C-023,2025-10-23,2025-10-24,P-021,B-0217,36,352.8,Auckland
O-01652,C-025,2025-10-23,2025-10-26,P-033,B-0216,12,100.8,Canterbury
O-00697,C-035,2025-10-24,2025-10-26,P-017,B-0215,36,168.61,Canterbury
O-01389,C-069,2025-10-24,2025-10-27,P-037,B-0257,6,44.34,Bay of Plenty
O-01064,C-050,2025-10-25,2025-10-28,P-003,B-0157,36,215.64,Canterbury
